sender,sender_type,receiver,receiver_type,date,amount,risk,risk_type
PD Rahayu Wibisono (Persero) Tbk,corporation,Partai Keadilan Indonesia,political-party,2025-07-17,174596708,False,
PD Riyanti Tbk,organization,Tira Maryadi,individual,2025-05-18,11485316334,False,
"Ir. Umaya Natsir, M.Ak",individual,Partai Nasional Demokrat,political-party,2024-07-31,18250058,False,
UD Puspita,corporation,Warsita Hutagalung,individual,2025-03-16,18118525376,False,
CV Novitasari Firmansyah (Persero) Tbk,corporation,Eva Laksita,individual,2024-05-01,20908443871,False,
Perum Hartati Kusumo,corporation,"Drs. Cahya Wijayanti, S.E.",individual,2025-02-05,1993075624,False,
PD Prasetya,organization,Partai Kebangkitan Rakyat,political-party,2024-06-04,921158996,True,over_limit
"Samiah Siregar, S.Sos",individual,Partai Keadilan Indonesia,political-party,2025-10-30,144340404,False,
Titi Nurdiyanti,individual,drg. Kunthara Simanjuntak,individual,2024-01-31,58165193,False,
PD Sihotang,organization,Warji Sihombing,individual,2024-05-05,269096669,True,proxy
UD Mayasari Laksmiwati,corporation,T. Wawan Yuliarti,individual,2024-08-20,300282690,True,proxy
Lurhur Wijaya,individual,Partai Nasional Demokrat,political-party,2024-05-18,37949006,True,smurfing
CV Halimah (Persero) Tbk,organization,Partai Nasional Demokrat,political-party,2025-02-15,56757246,False,
Legawa Yuniar,individual,Emas Riyanti,individual,2025-01-01,399853272,False,
PT Hidayanto,corporation,Tgk. Vicky Hassanah,individual,2024-01-15,95853096,True,smurfing
Zamira Simbolon,individual,Cut Uli Halimah,individual,2024-06-11,1045765919,False,
CV Nugroho (Persero) Tbk,corporation,"Dadap Prayoga, S.E.I",individual,2024-08-12,8535331902,False,
CV Utama Kusumo,organization,Partai Nasional Demokrat,political-party,2025-09-02,554557105,True,proxy
UD Hastuti Hartati (Persero) Tbk,corporation,"Gamblang Hidayanto, S.E.",individual,2025-05-18,1627607195,True,proxy
PD Mustofa Uwais,organization,Partai Rakyat Sejahtera,political-party,2025-07-14,1450177856,True,proxy
PT Gunarto Mansur Tbk,organization,Partai Keadilan Indonesia,political-party,2025-01-02,761344957,True,proxy
"Margana Rahimah, S.I.Kom",individual,Cemeti Marpaung,individual,2024-06-25,2385769641,True,self_funded
PT Budiman Tbk,corporation,Jaiman Natsir,individual,2024-06-04,15171018161,True,self_funded
"Almira Saptono, S.Ked",individual,R.A. Gina Wijaya,individual,2025-07-15,2182523823,False,
CV Iswahyudi (Persero) Tbk,organization,Partai Rakyat Sejahtera,political-party,2025-01-18,1862028549,True,proxy
Perum Melani Wasita,corporation,Partai Solidaritas Indonesia,political-party,2024-04-22,1851746272,True,proxy
UD Situmorang,corporation,Partai Kebangkitan Rakyat,political-party,2024-04-24,77081992,True,smurfing
Kezia Ramadan,individual,Partai Kebangkitan Rakyat,political-party,2024-08-06,172352822,False,
Ellis Sihombing,individual,Partai Amanat Rakyat,political-party,2025-10-09,100424714,False,
Bagya Safitri,individual,Partai Rakyat Sejahtera,political-party,2025-04-08,4882704,False,
PD Uwais Natsir,organization,Partai Solidaritas Indonesia,political-party,2024-07-21,11635667,True,smurfing
UD Winarno Yolanda Tbk,corporation,Partai Persatuan,political-party,2025-03-20,69870601,True,smurfing
Victoria Waskita,individual,Septi Yolanda,individual,2024-04-29,47086976,True,smurfing
Almira Haryanto,individual,"Cut Rahmi Nainggolan, S.E.I",individual,2024-04-04,933791059,False,
PT Kuswoyo Wijayanti,corporation,"Raisa Gunawan, S.Pt",individual,2024-03-29,13435677971,True,self_funded
UD Thamrin Safitri (Persero) Tbk,corporation,drg. Yunita Zulkarnain,individual,2025-03-30,2176308737,False,
"Hasna Mayasari, S.Kom",individual,"T. Kanda Pradana, S.I.Kom",individual,2025-05-23,1207513116,True,self_funded
Paramita Permadi,individual,Eka Andriani,individual,2025-02-15,812039247,True,self_funded
Ir. Prakosa Sirait,individual,Partai Demokrat,political-party,2025-07-05,10774774,False,
CV Mardhiyah Aryani Tbk,corporation,Partai Indonesia Maju,political-party,2024-03-22,486017131,False,
CV Suwarno (Persero) Tbk,organization,Gangsar Wulandari,individual,2025-01-09,2393917013,False,
R.A. Jessica Suryono,individual,Wulan Zulaika,individual,2025-11-28,1770885826,True,self_funded
PT Purnawati Nasyiah Tbk,corporation,Sabrina Sihombing,individual,2024-11-07,17997123,True,smurfing
CV Lazuardi Hartati,corporation,Putri Mulyani,individual,2025-07-26,1009586292,True,proxy
PD Nuraini,corporation,"dr. Eli Megantara, S.IP",individual,2024-03-02,713393763,True,self_funded
PD Yuliarti Tbk,corporation,"Cinta Sihombing, S.H.",individual,2024-12-19,15847151829,True,self_funded
PT Salahudin Tbk,corporation,Partai Harapan Bangsa,political-party,2025-02-27,855524597,True,proxy
"Tgk. Rina Wijayanti, S.Kom",individual,Ridwan Agustina,individual,2025-08-25,1737648544,True,self_funded
PT Januar Prasetyo Tbk,corporation,Partai Demokrat,political-party,2024-09-02,314012631,False,
CV Wijaya Palastri,corporation,Partai Keadilan Indonesia,political-party,2024-08-17,57126281,True,smurfing
"KH. Mahmud Anggriawan, M.Kom.",individual,Marsudi Natsir,individual,2025-04-11,91586317,True,smurfing
PT Namaga Tbk,corporation,Mahfud Kuswoyo,individual,2024-10-25,21678970468,False,
"Asirwanda Wijayanti, S.Gz",individual,Alika Prayoga,individual,2025-12-20,43417896,False,
"Drs. Paris Mandasari, S.Ked",individual,Cindy Sitorus,individual,2025-09-02,1035566805,False,
Perum Wulandari (Persero) Tbk,organization,Partai Kebangkitan Rakyat,political-party,2025-08-21,518095171,False,
Perum Haryanti Tbk,corporation,dr. Gabriella Haryanto,individual,2024-04-14,22680533558,True,self_funded
Perum Anggriawan Tbk,corporation,Partai Indonesia Maju,political-party,2025-10-30,796671643,True,proxy
Kariman Yuniar,individual,Partai Keadilan Indonesia,political-party,2024-09-18,36066013,False,
Lasmanto Hutagalung,individual,"Wisnu Haryanti, S.E.",individual,2024-10-25,1665597552,False,
Perum Nugroho (Persero) Tbk,corporation,Karen Mahendra,individual,2024-08-10,20766045836,False,
Perum Pertiwi Pradipta Tbk,corporation,"Ir. Genta Hartati, S.T.",individual,2024-08-21,1572072268,True,proxy
"Kamidin Mulyani, S.Gz",individual,H. Jumadi Riyanti,individual,2025-06-17,2378321551,True,self_funded
Irma Tampubolon,individual,"Calista Farida, S.H.",individual,2024-10-21,281671720,False,
PD Budiman Winarno,corporation,Partai Keadilan Indonesia,political-party,2024-12-07,190510097,False,
Kawaya Puspita,individual,Partai Demokrat,political-party,2025-11-29,107163376,False,
PT Yolanda Farida (Persero) Tbk,corporation,Partai Keadilan Indonesia,political-party,2024-10-04,1178760952,True,proxy
UD Wahyudin Santoso,organization,Partai Demokrat,political-party,2024-07-14,1685960529,True,proxy
Balamantri Andriani,individual,Partai Nasional Demokrat,political-party,2024-08-09,107268330,False,
Perum Rajasa Mangunsong,corporation,Partai Persatuan,political-party,2025-01-19,577234477,False,
UD Saptono Rahayu,organization,Mala Dabukke,individual,2025-01-17,1287040835,False,
Perum Salahudin (Persero) Tbk,corporation,Partai Keadilan Indonesia,political-party,2025-10-14,76050617,True,smurfing
PD Gunawan Tbk,organization,Partai Kebangkitan Rakyat,political-party,2025-11-29,55211835,True,proxy
Winda Safitri,individual,Partai Keadilan Indonesia,political-party,2025-08-07,158121735,False,
Puti Lili Wahyuni,individual,Ir. Putri Sihotang,individual,2025-12-27,2909429037,True,over_limit
Perum Dabukke (Persero) Tbk,organization,dr. Tugiman Rajata,individual,2024-08-24,1543294346,True,proxy
PD Widiastuti Pradipta Tbk,corporation,Partai Rakyat Sejahtera,political-party,2024-12-17,216153365,False,
Perum Najmudin Budiyanto (Persero) Tbk,corporation,Dr. Gabriella Wijayanti,individual,2025-10-01,86429584,True,smurfing
Juli Firmansyah,individual,"Julia Susanti, M.Farm",individual,2025-02-23,2366499817,True,self_funded
PD Rajata Kusumo,corporation,Sadina Melani,individual,2024-12-19,5259638242,False,
UD Padmasari,organization,Partai Persatuan,political-party,2025-01-28,1220972760,True,proxy
CV Puspasari Pradana (Persero) Tbk,corporation,Indah Mulyani,individual,2025-04-15,16770158047,False,
Hani Kuswandari,individual,Saadat Ramadan,individual,2024-10-28,1740071031,True,self_funded
Laras Hutasoit,individual,Partai Indonesia Maju,political-party,2025-06-04,16821138,False,
UD Winarsih,corporation,Partai Indonesia Maju,political-party,2024-03-16,535373141,False,
Caket Thamrin,individual,Partai Kebangkitan Rakyat,political-party,2025-02-03,67152367,False,
"Tgk. Endah Permadi, M.Pd",individual,Partai Amanat Rakyat,political-party,2024-11-25,153246368,False,
PD Pranowo,corporation,R. Anita Firmansyah,individual,2024-04-14,2140161046,False,
"Drs. Darman Uyainah, M.Farm",individual,Waluyo Mandasari,individual,2024-04-19,45657248,True,smurfing
PT Setiawan Hasanah (Persero) Tbk,corporation,R.M. Warta Halimah,individual,2024-04-23,348034332,True,proxy
UD Pangestu,corporation,Partai Amanat Rakyat,political-party,2025-02-02,223560544,False,
Ana Agustina,individual,Partai Harapan Bangsa,political-party,2024-10-24,39723408,False,
Jasmin Hasanah,individual,Partai Persatuan,political-party,2024-10-20,91736876,False,
Perum Rajasa,corporation,"Drs. Farhunnisa Laksita, M.M.",individual,2024-08-11,9770014918,True,self_funded
UD Wacana Gunawan,corporation,Partai Harapan Bangsa,political-party,2024-05-01,273036301,True,proxy
Perum Waluyo Pratama,organization,Fathonah Nainggolan,individual,2025-06-11,991047214,True,proxy
"Tgk. Patricia Ramadan, M.Kom.",individual,Fitriani Susanti,individual,2024-05-10,838702708,False,
UD Januar,organization,Olga Prastuti,individual,2025-01-13,91717019,True,smurfing
"Drs. Fitria Mandala, S.Sos",individual,"Asmadi Maryati, S.Ked",individual,2025-04-24,281227207,False,
PD Puspita Budiman Tbk,organization,Partai Persatuan,political-party,2024-09-21,502355456,True,proxy
R. Jaeman Hakim,individual,Padma Anggriawan,individual,2024-05-13,77768387,True,smurfing
Perum Pranowo Jailani (Persero) Tbk,corporation,Ir. Shania Laksita,individual,2025-08-04,3893373837,True,self_funded
Gaiman Samosir,individual,Partai Harapan Bangsa,political-party,2024-04-10,146320384,False,
"Ir. Taufan Mayasari, S.Gz",individual,Partai Keadilan Indonesia,political-party,2024-08-01,109604862,False,
Rahmi Sihombing,individual,Partai Kebangkitan Rakyat,political-party,2025-05-07,31629994,False,
"Yuni Maulana, S.H.",individual,Malika Hartati,individual,2024-04-12,231217623,True,self_funded
UD Prabowo Tbk,corporation,Harto Waluyo,individual,2024-03-04,19670366655,True,self_funded
"Yani Jailani, S.IP",individual,Kartika Salahudin,individual,2024-04-16,79770575,True,smurfing
PT Thamrin Padmasari,organization,Karna Permadi,individual,2025-10-07,1273197598,True,proxy
PT Pertiwi,corporation,"R.A. Paramita Rahayu, M.Farm",individual,2025-11-19,2511792517,True,self_funded
PT Prasetya Tbk,organization,Partai Nasional Demokrat,political-party,2024-06-29,44177242,True,smurfing
UD Tarihoran Astuti,corporation,Empluk Santoso,individual,2024-03-19,20631544364,False,
CV Simanjuntak Hidayanto,corporation,Partai Rakyat Sejahtera,political-party,2025-07-08,153376892,True,proxy
Labuh Yolanda,individual,Drs. Elisa Suryono,individual,2024-05-03,1161404597,True,self_funded
Nyoman Sihombing,individual,Partai Kebangkitan Rakyat,political-party,2024-09-20,101049646,False,
"KH. Eman Sitorus, M.TI.",individual,Safina Wibisono,individual,2024-10-26,2080451642,False,
Yoga Prabowo,individual,Partai Rakyat Sejahtera,political-party,2025-12-15,4250668,False,
CV Marpaung (Persero) Tbk,corporation,Dr. Juli Mulyani,individual,2025-04-01,8840945347,True,self_funded
Perum Anggriawan (Persero) Tbk,organization,"Ir. Gina Napitupulu, S.I.Kom",individual,2025-02-27,352713602,False,
Perum Wahyuni,organization,"Ir. Cici Wibowo, S.T.",individual,2025-11-06,26800915,True,smurfing
UD Tampubolon,corporation,KH. Makuta Prabowo,individual,2024-01-09,46972726,True,smurfing
"Tgk. Eva Winarsih, S.Ked",individual,Mustofa Setiawan,individual,2024-07-09,1767554001,True,self_funded
Dt. Gandi Dabukke,individual,"drg. Galih Gunawan, M.Kom.",individual,2025-07-10,1178034164,False,
Perum Sitorus Thamrin (Persero) Tbk,corporation,Lala Manullang,individual,2024-06-08,17239563656,True,self_funded
PD Gunawan,corporation,Partai Keadilan Indonesia,political-party,2024-01-30,505176821,False,
Dagel Palastri,individual,Partai Amanat Rakyat,political-party,2025-05-21,80274559,False,
UD Maulana Utama Tbk,corporation,Dr. Patricia Habibi,individual,2024-10-18,13058942607,False,
KH. Cemani Pratiwi,individual,"Panca Pradipta, M.TI.",individual,2024-09-07,1791468774,False,
PD Maulana,corporation,Partai Demokrat,political-party,2025-03-28,207410855,False,
"Puti Cornelia Hidayat, S.T.",individual,Nyoman Saptono,individual,2024-03-31,2207426036,False,
Cindy Iswahyudi,individual,Partai Solidaritas Indonesia,political-party,2024-02-18,38387807,True,smurfing
Puti Juli Suryono,individual,Syahrini Palastri,individual,2025-02-11,28463319,True,smurfing
"Febi Farida, S.Pd",individual,Puput Pratiwi,individual,2025-12-03,2138861686,False,
Elisa Wijaya,individual,Partai Harapan Bangsa,political-party,2024-04-04,78447672,False,
Soleh Narpati,individual,"R.M. Dipa Saefullah, S.Pt",individual,2024-08-11,2183531038,True,self_funded
"Tgk. Humaira Suryatmi, M.Farm",individual,Partai Harapan Bangsa,political-party,2024-05-11,93392277,False,
CV Habibi (Persero) Tbk,corporation,"Samiah Anggraini, S.E.",individual,2025-10-26,16606437900,True,self_funded
PT Hassanah,corporation,Lutfan Nasyidah,individual,2025-06-11,6444943191,False,
Perum Puspita Pradipta,corporation,Tari Wijaya,individual,2025-09-10,16401162476,False,
CV Irawan,organization,Rini Pertiwi,individual,2025-02-25,305185037,True,proxy
CV Napitupulu,corporation,Partai Harapan Bangsa,political-party,2024-06-21,343252963,False,
Wirda Nainggolan,individual,R.A. Vanya Pradipta,individual,2024-01-13,2220460806,False,
Karma Sudiati,individual,"Dr. Ikhsan Budiman, S.Sos",individual,2024-02-21,1252781805,True,self_funded
Perum Aryani Mulyani Tbk,corporation,Dariati Hariyah,individual,2024-10-21,10953275928,True,self_funded
CV Adriansyah Uyainah Tbk,organization,Partai Solidaritas Indonesia,political-party,2024-01-13,35745780,True,smurfing
PD Nababan Pratiwi (Persero) Tbk,organization,"Akarsana Waluyo, S.Ked",individual,2024-08-01,11214768944,False,
PD Wastuti,organization,Partai Nasional Demokrat,political-party,2024-10-20,1308520212,True,proxy
Perum Adriansyah,organization,Partai Nasional Demokrat,political-party,2025-09-30,1791154158,True,proxy
Winda Putra,individual,Radit Prastuti,individual,2024-12-11,70225166,True,smurfing
CV Ramadan,corporation,Partai Amanat Rakyat,political-party,2024-12-24,1030138238,True,proxy
UD Wijayanti Rahimah,corporation,"Rahman Marpaung, S.Kom",individual,2025-07-09,804864582,True,proxy
"Nova Rajata, M.TI.",individual,Tgk. Ella Saefullah,individual,2024-08-26,18512562,False,
"Dadap Oktaviani, S.Kom",individual,Partai Amanat Rakyat,political-party,2025-12-26,85698806,True,smurfing
Dartono Damanik,individual,Dalimin Ramadan,individual,2024-11-13,2494015661,True,self_funded
PT Lestari Yuliarti Tbk,organization,"Uli Lailasari, S.H.",individual,2024-05-05,1190221340,True,proxy
Laila Hutagalung,individual,Karsa Rahimah,individual,2025-01-21,658912452,False,
PD Mardhiyah Oktaviani,corporation,Partai Amanat Rakyat,political-party,2024-08-04,248194814,False,
Perum Jailani,corporation,Hari Jailani,individual,2025-12-13,4313429601,False,
Jayadi Narpati,individual,"Kasusra Halimah, S.I.Kom",individual,2025-10-29,289555029,False,
Sutan Embuh Najmudin,individual,Ayu Wahyudin,individual,2024-05-30,2181965285,False,
Perum Sinaga Habibi,corporation,"Paulin Prayoga, M.Pd",individual,2024-11-01,20565026860,False,
UD Dabukke Lailasari Tbk,organization,Jinawi Prabowo,individual,2024-10-02,39974280747,True,over_limit
Bakiman Yulianti,individual,"Hj. Uli Hakim, S.Psi",individual,2025-08-21,621228567,False,
PD Santoso,corporation,"Jaswadi Megantara, M.Ak",individual,2024-11-16,22501421442,True,self_funded
Kambali Yuniar,individual,Almira Natsir,individual,2024-02-05,1187704594,True,self_funded
UD Prastuti,corporation,Baktiono Kurniawan,individual,2025-11-30,21399421928,False,
"Lala Farida, M.Kom.",individual,T. Kamidin Hidayat,individual,2025-10-16,1800233652,True,self_funded
UD Uyainah Tbk,corporation,"Tgk. Hana Yolanda, S.Pd",individual,2024-05-26,77355012,True,smurfing
Taswir Fujiati,individual,"drg. Laras Dongoran, M.Farm",individual,2025-01-22,385388649,False,
Perum Wahyuni Melani,organization,Partai Demokrat,political-party,2024-07-24,80088472,True,smurfing
"Kartika Suryatmi, M.Kom.",individual,Partai Persatuan,political-party,2024-08-31,49288778,False,
CV Putra Fujiati,organization,Partai Demokrat,political-party,2024-03-11,167985382,True,proxy
Perum Siregar Gunarto,corporation,Zamira Wastuti,individual,2025-02-24,13173952547,False,
Pemkot Bogor,organization,Heryanto Habibi,individual,2024-11-03,3860328061,True,illegal_source
CV Hakim Prayoga,organization,Partai Solidaritas Indonesia,political-party,2024-01-26,45525225,True,smurfing
"Sutan Estiono Permata, S.I.Kom",individual,Partai Persatuan,political-party,2024-05-06,44724650,False,
Putri Halim,individual,Partai Indonesia Maju,political-party,2025-09-09,98865622,False,
PD Mulyani Wacana (Persero) Tbk,corporation,Partai Amanat Rakyat,political-party,2024-07-13,1754743140,True,proxy
"Dr. Hendri Rahmawati, S.H.",individual,Partai Kebangkitan Rakyat,political-party,2025-03-05,93393100,True,smurfing
"R. Salimah Ardianto, S.Pd",individual,"Humaira Melani, S.T.",individual,2025-12-17,95522407,False,
PT Narpati Damanik Tbk,corporation,Partai Harapan Bangsa,political-party,2025-03-10,1369093410,True,proxy
PT Anggraini,organization,Cecep Maryati,individual,2024-12-26,38871703807,True,over_limit
Danang Napitupulu,individual,"dr. Balijan Budiman, M.Ak",individual,2024-07-20,1218868011,True,self_funded
Maria Firmansyah,individual,Zamira Sitompul,individual,2024-01-26,1407644625,True,self_funded
CV Nainggolan Adriansyah (Persero) Tbk,corporation,Partai Rakyat Sejahtera,political-party,2025-01-19,542505159,True,proxy
PT Megantara Waskita,organization,Partai Kebangkitan Rakyat,political-party,2025-04-23,286510948,True,proxy
PD Marbun Samosir,corporation,Partai Solidaritas Indonesia,political-party,2024-12-07,524231647,False,
UD Salahudin Prakasa,organization,Zelda Widiastuti,individual,2025-12-09,1324619590,True,proxy
Perum Agustina Riyanti,organization,Titi Uwais,individual,2024-07-18,7551368283,False,
PD Yuniar,corporation,Partai Persatuan,political-party,2024-10-09,456673445,False,
Perum Sihombing Mardhiyah Tbk,corporation,Partai Demokrat,political-party,2024-11-01,573154167,False,
Ir. Kasiran Lailasari,individual,Partai Keadilan Indonesia,political-party,2025-08-02,35783132,False,
Ganep Maryati,individual,Partai Indonesia Maju,political-party,2025-03-11,155015406,False,
CV Permata (Persero) Tbk,organization,"Gangsa Waluyo, S.Sos",individual,2025-05-22,72863265,True,smurfing
CV Siregar,corporation,Banawi Pangestu,individual,2024-07-19,5129014014,True,self_funded
Perum Sudiati Pratiwi Tbk,corporation,Partai Nasional Demokrat,political-party,2025-04-16,576950530,True,proxy
CV Siregar,organization,"Tgk. Kayla Tamba, S.Pt",individual,2025-11-08,140261841,True,proxy
Raina Mandala,individual,Partai Demokrat,political-party,2025-05-26,60539726,False,
CV Mandala,organization,Partai Indonesia Maju,political-party,2025-03-31,297420169,True,proxy
Perum Hariyah,corporation,"Kunthara Hidayanto, S.Pd",individual,2025-06-05,85663851,True,smurfing
Yessi Salahudin,individual,Kenzie Wacana,individual,2025-03-18,68342198,True,smurfing
PT Hutasoit Hakim Tbk,corporation,Partai Solidaritas Indonesia,political-party,2025-10-06,1425189629,True,proxy
BUMN Mina Permai,corporation,Karta Utama,individual,2024-11-05,11482166756,True,illegal_source
Rina Habibi,individual,Partai Indonesia Maju,political-party,2025-08-23,33116146,True,smurfing
"Drs. Paiman Waskita, M.Ak",individual,Partai Solidaritas Indonesia,political-party,2025-05-04,93321939,False,
Luwes Pertiwi,individual,Prabowo Prasetyo,individual,2024-07-28,759617351,False,
Samiah Saputra,individual,Partai Amanat Rakyat,political-party,2024-03-05,57045544,False,
UD Andriani Tbk,corporation,Mumpuni Ardianto,individual,2025-12-28,8103026786,False,
Gabriella Lailasari,individual,Partai Nasional Demokrat,political-party,2025-01-13,104551936,False,
"Tgk. Gandewa Rahayu, S.Farm",individual,Indah Pradana,individual,2024-06-29,2246941384,False,
"Drs. Mutia Maheswara, S.Farm",individual,Slamet Nasyiah,individual,2025-03-20,1316472286,False,
"Siti Mandasari, M.Kom.",individual,Partai Solidaritas Indonesia,political-party,2025-09-19,23182673,True,smurfing
R.M. Aswani Wacana,individual,Partai Rakyat Sejahtera,political-party,2024-05-30,84001510,False,
PD Mustofa Tbk,corporation,"Ifa Yulianti, S.E.",individual,2025-09-16,21976801683,False,
Perum Mustofa,organization,Karen Tarihoran,individual,2025-07-31,3747388,True,smurfing
Cahyadi Kurniawan,individual,Kamal Widiastuti,individual,2024-03-26,2082903739,True,self_funded
"Ajeng Pertiwi, S.Psi",individual,"Ir. Ina Melani, S.Pt",individual,2025-09-24,1855174710,True,self_funded
PT Novitasari Mandala (Persero) Tbk,corporation,Partai Persatuan,political-party,2025-04-13,68688621,True,smurfing
Hilda Siregar,individual,"Tania Waskita, M.M.",individual,2024-07-04,840385684,True,self_funded
Perum Laksita,organization,Lega Riyanti,individual,2024-12-25,75499640,True,smurfing
UD Suryono Mardhiyah,corporation,"Yusuf Purwanti, S.E.I",individual,2024-03-07,684570786,True,proxy
PT Prabowo (Persero) Tbk,corporation,Partai Amanat Rakyat,political-party,2024-12-21,1377859982,True,proxy
PT Lestari,organization,Partai Harapan Bangsa,political-party,2024-08-25,1515554286,True,proxy
"Dt. Kasiran Suryono, S.E.",individual,Paiman Megantara,individual,2025-11-30,1783860798,True,self_funded
Gambira Maheswara,individual,Partai Nasional Demokrat,political-party,2025-08-13,81781256,False,
Elon Tamba,individual,Partai Rakyat Sejahtera,political-party,2025-02-02,79374990,False,
Saiful Hutapea,individual,R.A. Almira Wibowo,individual,2025-11-23,1176296452,False,
CV Fujiati Nurdiyanti (Persero) Tbk,corporation,"Ir. Kartika Firmansyah, M.M.",individual,2025-07-29,17752392135,False,
UD Budiman,organization,Partai Demokrat,political-party,2024-07-01,679216315,False,
UD Saefullah Simanjuntak Tbk,organization,Cindy Puspita,individual,2025-08-24,1698746359,True,proxy
PD Kuswandari,organization,Ajeng Astuti,individual,2025-09-11,80228455,True,smurfing
PT Uyainah Anggriawan (Persero) Tbk,organization,Jamil Fujiati,individual,2025-05-15,96778940,True,smurfing
Nasrullah Januar,individual,Kamaria Saefullah,individual,2025-11-29,168198292,True,self_funded
"T. Respati Sitorus, M.TI.",individual,Partai Rakyat Sejahtera,political-party,2025-05-17,28059182,False,
"Kacung Wacana, M.Pd",individual,Partai Indonesia Maju,political-party,2024-09-14,327106319,True,over_limit
CV Marbun Farida (Persero) Tbk,organization,Partai Nasional Demokrat,political-party,2024-04-21,422599622,False,
PT Mandasari Simanjuntak Tbk,organization,Dodo Kusmawati,individual,2025-10-30,1766886093,True,proxy
Eka Fujiati,individual,Rahmi Lailasari,individual,2024-10-22,2239078506,True,self_funded
Dt. Prabowo Dongoran,individual,Jumadi Namaga,individual,2024-03-10,660300169,False,
Almira Suryono,individual,"dr. Karimah Rahimah, S.Pd",individual,2025-03-01,1990464275,False,
"Cakrajiya Wahyuni, M.Ak",individual,Partai Demokrat,political-party,2024-04-10,100589674,False,
Endra Kurniawan,individual,"Samiah Sinaga, S.T.",individual,2025-05-11,305989948,False,
Jayeng Mulyani,individual,Dr. Kalim Januar,individual,2025-02-21,1500040652,False,
Perum Kuswandari,organization,Partai Indonesia Maju,political-party,2024-08-13,543400167,False,
PT Mustofa Najmudin (Persero) Tbk,organization,Partai Persatuan,political-party,2024-04-03,1917440363,True,proxy
Darman Zulkarnain,individual,"Drs. Daru Habibi, M.Ak",individual,2025-08-13,845672530,False,
PD Prayoga Setiawan Tbk,organization,Baktianto Hakim,individual,2025-05-11,1939756677,True,proxy
CV Setiawan Tbk,organization,Partai Nasional Demokrat,political-party,2024-03-23,564042464,False,
CV Handayani Megantara,corporation,Partai Kebangkitan Rakyat,political-party,2025-06-06,1781490590,True,proxy
Samiah Pradana,individual,Partai Keadilan Indonesia,political-party,2025-09-16,117583002,False,
UD Budiman Firgantoro,corporation,"Hj. Ulya Jailani, M.TI.",individual,2024-02-23,21528616437,True,self_funded
"Ir. Kayla Sitompul, M.M.",individual,Partai Persatuan,political-party,2025-06-18,54174989,False,
drg. Citra Pudjiastuti,individual,Partai Harapan Bangsa,political-party,2024-07-17,77471483,True,smurfing
CV Megantara,corporation,Hj. Lalita Hidayat,individual,2024-04-20,37349574430,True,over_limit
"R.A. Maida Agustina, S.Ked",individual,Partai Persatuan,political-party,2024-07-09,61330155,True,smurfing
Perum Usamah,corporation,Partai Indonesia Maju,political-party,2025-10-05,339078433,False,
PT Simbolon Tbk,organization,Tgk. Iriana Wahyuni,individual,2024-02-08,317338162,True,proxy
CV Nugroho Nainggolan Tbk,organization,"Elvina Yuliarti, S.Pd",individual,2024-01-17,84413758,True,smurfing
PT Nuraini Tbk,organization,Partai Harapan Bangsa,political-party,2024-12-25,193958107,True,proxy
PT Najmudin (Persero) Tbk,corporation,Partai Nasional Demokrat,political-party,2024-12-07,55098706,False,
Panji Dabukke,individual,Partai Kebangkitan Rakyat,political-party,2025-01-11,86038278,True,smurfing
Hardi Purnawati,individual,Partai Harapan Bangsa,political-party,2024-11-13,41934594,False,
UD Rajata,corporation,"Jono Thamrin, S.IP",individual,2024-02-07,84578168,True,smurfing
Wulan Wacana,individual,Partai Keadilan Indonesia,political-party,2024-07-18,133345533,False,
UD Waluyo,corporation,Kairav Wacana,individual,2025-10-25,1862818568,True,proxy
PD Uwais (Persero) Tbk,corporation,Partai Amanat Rakyat,political-party,2024-01-20,459147772,False,
UD Haryanti,organization,Partai Demokrat,political-party,2024-04-03,1332359601,True,proxy
R. Laswi Maulana,individual,Hesti Natsir,individual,2024-09-16,1190192514,False,
Pemkab Toba,organization,Partai Persatuan,political-party,2024-03-20,821593066,True,illegal_source
Yance Mahendra,individual,Partai Indonesia Maju,political-party,2024-12-12,75268178,False,
PT Napitupulu Nasyidah Tbk,corporation,"dr. Safina Susanti, S.I.Kom",individual,2024-09-09,16685326958,False,
Irsad Lestari,individual,Gina Hutapea,individual,2025-09-11,237364217,True,self_funded
CV Hutagalung,corporation,Kairav Agustina,individual,2024-04-26,428669117,True,proxy
CV Prasetya Nashiruddin Tbk,corporation,Partai Nasional Demokrat,political-party,2025-09-28,520387560,False,
UD Aryani Tbk,corporation,"Sutan Jais Wibisono, M.Farm",individual,2024-07-17,15291057375,True,self_funded
Mahdi Pudjiastuti,individual,Partai Keadilan Indonesia,political-party,2024-11-11,21707637,True,smurfing
Harsana Pratiwi,individual,Partai Persatuan,political-party,2024-05-06,41659500,True,smurfing
"H. Eja Mardhiyah, M.TI.",individual,Partai Harapan Bangsa,political-party,2025-02-18,21226745,False,
PT Irawan Damanik Tbk,corporation,Jamalia Mayasari,individual,2025-11-18,8530007357,False,
Hafshah Utami,individual,Partai Indonesia Maju,political-party,2025-02-14,92627246,False,
UD Wahyudin Hutapea,corporation,"Drs. Hartaka Narpati, M.Pd",individual,2024-05-03,11591132826,True,self_funded
PD Hartati Pradana,corporation,Partai Rakyat Sejahtera,political-party,2024-11-17,1052702927,True,over_limit
CV Salahudin,corporation,Partai Rakyat Sejahtera,political-party,2025-05-03,476013761,False,
